stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
290144,290144,ON AMBASSADOR DR AT 110TH ST NORTHBOUND FARSIDE,,39.290914,-94.679762,,,,,,0
129003,129003,ON AMBASSADOR AT 10771 AMBASSADOR SB,,39.288824,-94.678376,,,,,,0
290143,290143,ON AMBASSADOR DR AT 10771 AMBASSADOR NORTHBOUND,,39.288896,-94.678236,,,,,,0
1010041,1010041,ON STATE AT 41ST TERRACE WESTBOUND,,39.116878,-94.677956,,,,,,0
1070001,1070001,ON STATE AT 41ST TERRACE EASTBOUND,,39.116563,-94.677382,,,,,,0
129004,129004,ON AMBASSADOR AT 107TH TERR SB,,39.287129,-94.677026,,,,,,0
290142,290142,ON AMBASSADOR DR AT 107TH TERR NORTHBOUND,,39.287048,-94.676764,,,,,,0
24321,24321,ON AMBASSADOR AT 106TH NB,,39.28514,-94.675352,,,,,,0
129005,129005,ON AMBASSADOR AT 106TH ST SOUTHBOUND,,39.284921,-94.675345,,,,,,0
1010101,1010101,REMOVEJAN2019 ON STATE AT 38TH EASTBOUND,,39.116578,-94.673488,,,,,,0
129006,129006,ON AMBASSADOR AT POMONA SB,,39.282797,-94.672014,,,,,,0
24319,24319,ON AMBASSADOR AT POMONA NB,,39.282949,-94.671934,,,,,,0
1020104,1020104,ON STATE AVE AT 37TH WESTBOUND,,39.116883,-94.670665,,,,,,0
1020089,1020089,ON STATE AVE AT 37TH ST EASTBOUND,,39.116608,-94.670663,,,,,,0
229182,229182,ON N AMBASSADOR AT 103RD SOUTHBOUND FARSIDE,,39.27987,-94.670539,,,,,,0
229181,229181,ON N AMBASSADOR AT 10383 N AMBASSADOR DRIVE NB,,39.28027,-94.670116,,,,,,0
129009,129009,ON EXECUTIVE HILLS BLVD AT TIFFANY SPRINGS PKWY SB,,39.2749,-94.668282,,,,,,0
2460010,2460010,ON EXECUTIVE HILLS BLVD AT TIFFANY SPRINGS PKWY NB,,39.274996,-94.667927,,,,,,0
1020103,1020103,ON STATE AVE AT 34TH WESTBOUND,,39.11681,-94.667301,,,,,,0
1020090,1020090,ON STATE AVE AT 34TH ST EASTBOUND,,39.116693,-94.667042,,,,,,0
101007,101007,ON STATE AVE AT 32ND STREET EB,,39.116696,-94.665742,,,,,,0
1012819,1012819,ON STATE AVE AT 32ND ST WB,,39.116817,-94.665724,,,,,,0
2460009,2460009,ON TIFFANY SPRINGS AT WORLDSPAN NB,,39.273496,-94.665094,,,,,,0
129010,129010,ON TIFFANY SPRINGS PKWY AT WORLD SPAN SB,,39.272761,-94.664668,,,,,,0
1020102,1020102,ON STATE AVE AT 31ST WESTBOUND,,39.116817,-94.664288,,,,,,0
1020091,1020091,ON STATE AVE AT 31ST EASTBOUND,,39.116696,-94.664287,,,,,,0
23102,23102,ON AMBASSADOR AT POLO SOUTHBOUND NEARSIDE,,39.270856,-94.663992,,,,,,0
23101,23101,ON AMBASSADOR AT POLO NORTHBOUND FARSIDE,,39.271151,-94.663571,,,,,,0
129157,129157,ON PRAIRIE VIEW AT BARRY SB,,39.246597,-94.661763,,,,,,0
1020081,1020081,ON STATE AT 29TH ST WESTBOUND,,39.116825,-94.661696,,,,,,0
1020092,1020092,ON STATE AVE AT 29TH ST EASTBOUND,,39.116705,-94.661631,,,,,,0
2900553,2900553,ON PRAIRIE VIEW RD AT BARRY RD NORTHBOUND,,39.246695,-94.661324,,,,,,0
6563,6563,ON PRAIRIEVIEW AT 83RD TERR NB,,39.244987,-94.659082,,,,,,0
243703,243703,ON PRAIRIE VIEW AT 83RD SB,,39.244332,-94.659016,,,,,,0
290011,290011,ON PRAIRIE VIEW AT 77TH TERR SOUTHBOUND,,39.235468,-94.658966,,,,,,0
290010,290010,ON PRAIRIE VIEW AT 80TH TERR SOUTHBOUND,,39.240273,-94.658954,,,,,,0
24317,24317,COURTESY ON PRAIRIEVIEW AT 80TH NB,,39.2396,-94.658758,,,,,,0
24316,24316,ON PRAIRIEVIEW AT 77TH TERR NORTHBOUND,,39.235308,-94.658722,,,,,,0
1012802,1012802,ON STATE AVE AT WASHINGTON EB,,39.116711,-94.658122,,,,,,0
1012818,1012818,ON STATE AVE AT WASHINGTON WB,,39.116837,-94.657894,,,,,,0
2900011,2900011,ON PRAIRIE VIEW AT 7520 PRAIRIE VIEW RD SB,,39.231708,-94.657859,,,,,,0
24315,24315,ON PRAIRIEVIEW AT TOWER NB,,39.231734,-94.657727,,,,,,0
129153,129153,ON N AMBASSADOR AT 9500 N AMBASSADOR SB,,39.26353,-94.657615,,,,,,0
2,2,BOARDWALK SQUARE METROCENTER,,39.251898,-94.656383,,,,,,0
129152,129152,ON N AMBASSADOR DR AT 9511 N AMBASSADOR NB,,39.26399,-94.656208,,,,,,0
1012810,1012810,ON STATE AVE AT 24TH WESTBOUND,,39.116844,-94.655886,,,,,,0
1012817,1012817,ON STATE AVE AT 24TH EB,,39.116727,-94.655599,,,,,,0
1292500,1292500,ON BOARDWALK AT 8500 SB,,39.247511,-94.655268,,,,,,0
1292501,1292501,ON BOARDWALK AT 8501 NB,,39.247558,-94.655,,,,,,0
231156,231156,ON N BOARDWALK AT 8650 N BOARDWALK AVE WB,,39.252606,-94.652848,,,,,,0
231155,231155,ON N BOARDWALK AT 8581 N BOARDWALK AVE EB,,39.252374,-94.652843,,,,,,0
1012803,1012803,ON STATE AVE AT HOEL PKWY EB,,39.116507,-94.65246,,,,,,0
1011308,1011308,ON HOEL PKWY AT STATE AVE NB,,39.116468,-94.652205,,,,,,0
2900509,2900509,ON PRAIRIE VIEW AT 72ND SOUTHBOUND,,39.22491,-94.652011,,,,,,0
290013,290013,ON PRAIRIE VIEW AT 72ND NORTHBOUND,,39.224996,-94.651844,,,,,,0
136162,136162,INNACTON N BOARDWALK AT 8330 N BOARDWALK WESTBOUND,,39.252603,-94.650899,,,,,,0
2900510,2900510,ON PRAIRIE VIEW AT 70TH SOUTHBOUND,,39.22234,-94.649788,,,,,,0
23108,23108,ON AMBASSADOR AT SKYVIEW SB,,39.252643,-94.649764,,,,,,0
5546,5546,ON AMBASSADOR AT OLD TIFFANY SPRINGS SB,,39.261557,-94.649581,,,,,,0
136152,136152,ON ST CLAIR AT AMBASSADOR WB,,39.25034,-94.649478,,,,,,0
1011309,1011309,ON MINNESOTA AT 18TH ST EB,,39.115476,-94.649455,,,,,,0
5994,5994,ON AMBASSADOR AT OLD TIFFANY SPRINGS NB,,39.261682,-94.649275,,,,,,0
23107,23107,ON AMBASSADOR AT SKYVIEW NB,N EXECUTIVE HILLS BLVD & N SKYVIEW AVE,39.25797,-94.649328,,,,,,0
4731,4731,ON ST CLAIR AT AMBASSADOR EB,,39.250211,-94.648496,,,,,,0
1011307,1011307,ON MINNESOTA AT 18TH ST WB,,39.115567,-94.648255,,,,,,0
243702,243702,ON ST CLAIR AT 8501 ST CLAIR SB,,39.24828,-94.647161,,,,,,0
1011310,1011310,ON MINNESOTA AT 16TH ST EB,,39.115462,-94.647157,,,,,,0
243701,243701,ON ST CLAIR AT 8504 ST CLAIR NB,,39.248796,-94.647044,,,,,,0
290008,290008,ON BARRY RD AT ST CLAIR WESTBOUND,,39.246931,-94.64697,,,,,,0
1011306,1011306,ON MINNESOTA AT 16TH ST WB,,39.115569,-94.646924,,,,,,0
1421512,1421512,ON BARRY AT ST CLAIR EB,,39.246711,-94.646671,,,,,,0
290015,290015,ON PRAIRIE VIEW AT KLAMM SOUTHBOUND,,39.21765,-94.645575,,,,,,0
24312,24312,COURTESY ON PRAIRIE VIEW AT KLAMM NB,,39.217704,-94.64546,,,,,,0
1011311,1011311,ON MINNESOTA AT 14TH ST EB,,39.115463,-94.644815,,,,,,0
1011305,1011305,ON MINNESOTA AT 14TH WB,,39.115571,-94.644582,,,,,,0
1292502,1292502,ON N CHANTHAM AT 6450 N CHATHAM SOUTHBOUND,,39.212129,-94.643279,,,,,,0
1011312,1011312,ON MINNESOTA AT 13TH ST EB,,39.115467,-94.643231,,,,,,0
1290010,1290010,ON N CHATHAM AVE AT 64TH NORTHBOUND (HYVEE),,39.211942,-94.64319,,,,,,0
1420314,1420314,ON BARRY RD AT WAUKOMIS DR EB,,39.246593,-94.643135,,,,,,0
1011304,1011304,ON MINNESOTA AT 13TH ST WB,,39.115574,-94.642999,,,,,,0
1420313,1420313,ON BARRY RD AT WAUKOMIS  WB,,39.246846,-94.642671,,,,,,0
1011313,1011313,ON MINNESOTA AT 12TH ST EB,,39.115464,-94.640834,,,,,,0
1011303,1011303,ON MINNESOTA AT 12TH ST WB,,39.115571,-94.640601,,,,,,0
290016,290016,ON PRAIRIE VIEW AT 64TH SOUTHBOUND,,39.210433,-94.640167,,,,,,0
1011314,1011314,ON MINNESOTA AT 11TH ST EB,,39.115468,-94.638241,,,,,,0
1010024,1010024,ON MINNESOTA AT 11TH WESTBOUND,,39.115573,-94.638005,,,,,,0
14217,14217,ON BARRY RD AT BEAMAN EB,,39.246479,-94.636476,,,,,,0
14216,14216,ON BARRY RD AT BEAMAN WB,,39.246684,-94.636123,,,,,,0
1010023,1010023,ON MINNESOTA AT 10TH WESTBOUND,,39.115575,-94.635032,,,,,,0
1010118,1010118,ON MINNESOTA AT 10TH EASTBOUND,,39.115483,-94.634994,,,,,,0
290018,290018,ON PRAIRIE VIEW AT 61ST SOUTHBOUND,,39.205289,-94.63446,,,,,,0
24309,24309,COURTESY ON PRAIRIEVIEW AT 61ST NB,,39.205269,-94.634248,,,,,,0
1010119,1010119,ON MINNESOTA AT 9TH EASTBOUND,,39.115483,-94.632511,,,,,,0
1040017,1040017,ON MINNESOTA AT 9TH WESTBOUND,,39.115588,-94.63228,,,,,,0
290007,290007,ON BARRY AT GREEN HILLS WB,,39.246727,-94.631246,,,,,,0
290135,290135,ON BARRY RD AT GREEN HILLS EB,,39.246468,-94.63123,,,,,,0
24308,24308,COURTESY ON PRAIRIEVIEW AT NORTHWOOD NB,,39.203023,-94.631164,,,,,,0
2900012,2900012,ON PRAIRIE VIEW AT NORTHWOOD SB,,39.202847,-94.631148,,,,,,0
1040016,1040016,ON MINNESOTA AT 8TH WESTBOUND,,39.115583,-94.629808,,,,,,0
1010120,1010120,ON MINNESOTA AT 8TH EASTBOUND,,39.115482,-94.629722,,,,,,0
2482,2482,ON PRAIRIE VIEW AT AMORET SB,,39.200549,-94.627759,,,,,,0
129156,129156,ON PRAIRIE VIEW AT AMORET NB,,39.200616,-94.627625,,,,,,0
10101,10101,ON MINNESOTA AVE AT 7TH STREET WB,,39.115568,-94.626944,,,,,,0
1420315,1420315,ON BARRY RD AT GRANBY EASTBOUND,,39.246392,-94.626891,,,,,,0
1070034,1070034,ON 7TH AT TOURAMEE SOUTHBOUND,,39.111814,-94.626878,,,,,,0
1070033,1070033,ON 7TH BETWEEN ANN AND BARNETT SB,,39.113262,-94.626876,,,,,,0
1070035,1070035,ON 7TH AT ORVILLE SOUTHBOUND,,39.109951,-94.626872,,,,,,0
1070036,1070036,ON 7TH AT SPLITLOG SOUTHBOUND,,39.109118,-94.626866,,,,,,0
1070039,1070039,ON 7TH AT REYNOLDS SOUTHBOUND,,39.104628,-94.626841,,,,,,0
1070037,1070037,ON 7TH AT NORTHRUP SOUTHBOUND,,39.107362,-94.626841,,,,,,0
1070038,1070038,ON 7TH AT TENNY SOUTHBOUND,,39.106422,-94.626836,,,,,,0
1070086,1070086,ON 7TH AT TENNY NORTHBOUND,,39.106394,-94.626725,,,,,,0
1070090,1070090,ON 7TH AT TAUROMEE NORTHBOUND,,39.111631,-94.626725,,,,,,0
1070091,1070091,ON 7TH AT BARNETT NORTHBOUND,,39.11282,-94.626724,,,,,,0
1070088,1070088,ON 7TH AT OHIO NORTHBOUND,,39.108037,-94.626724,,,,,,0
1072501,1072501,ON 7TH ST AT MINNESOTA NB,,39.115558,-94.626746,,,,,,0
1072500,1072500,ON 7TH ST AT SPLITLOG NB,,39.108941,-94.626723,,,,,,0
1070089,1070089,ON 7TH AT ORVILLE NORTHBOUND,,39.10977,-94.626715,,,,,,0
1070085,1070085,ON 7TH AT REYNOLDS NORTHBOUND,,39.104637,-94.626685,,,,,,0
101002,101002,ON MINNESOTA AVE AT 7TH STREET EB,,39.115464,-94.62653,,,,,,0
1070040,1070040,ON 7TH AT CENTRAL SOUTHBOUND,,39.102609,-94.626285,,,,,,0
1070041,1070041,ON 7TH AT LOWELL SOUTHBOUND,,39.101061,-94.626275,,,,,,0
1070042,1070042,ON 7TH AT PACIFIC SOUTHBOUND,,39.099104,-94.626217,,,,,,0
1420312,1420312,ON BARRY RD AT GRANBY WESTBOUND,,39.246629,-94.62613,,,,,,0
1070084,1070084,ON 7TH AT CENTRAL NORTHBOUND,,39.102656,-94.626117,,,,,,0
1070083,1070083,ON 7TH AT LOWELL AVE NORTHBOUND,,39.100883,-94.626103,,,,,,0
1070043,1070043,ON 7TH AT KANSAS SOUTHBOUND,,39.087307,-94.626076,,,,,,0
1070082,1070082,ON 7TH AT PACIFIC NORTHBOUND,,39.098923,-94.626059,,,,,,0
1070044,1070044,ON 7TH AT OSAGE SOUTHBOUND,,39.084429,-94.625949,,,,,,0
1070045,1070045,ON 7TH AT MIAMI SOUTHBOUND,,39.082494,-94.625893,,,,,,0
1070081,1070081,ON 7TH AT KANSAS NORTHBOUND,,39.087433,-94.625784,,,,,,0
1070046,1070046,ON 7TH AT CHEYENNE SOUTHBOUND,,39.080806,-94.625766,,,,,,0
1070080,1070080,ON 7TH AT OSAGE NORTHBOUND,,39.084452,-94.625683,,,,,,0
1040091,1040091,ON 7TH AT CHEYENNE NORTHBOUND,,39.080787,-94.625615,,,,,,0
1040092,1040092,ON 7TH AT MIAMI NORTHBOUND,,39.082318,-94.625613,,,,,,0
1010017,1010017,ON 6TH AT ANN SOUTHBOUND,,39.113705,-94.624141,,,,,,0
1060017,1060017,ON 6TH AT MINNESOTA SOUTHBOUND,,39.115416,-94.624138,,,,,,0
1070047,1070047,ON 7TH AT METROPOLITAN SOUTHBOUND,,39.072513,-94.622899,,,,,,0
1040090,1040090,ON 7TH AT STEIN NORTHBOUND,,39.07266,-94.62267,,,,,,0
106158,106158,ON MINNESOTA AT 5TH WB,,39.115588,-94.622091,,,,,,0
290134,290134,ON BARRY RD AT ROBINHOOD EASTBOUND,,39.246321,-94.621689,,,,,,0
1070128,1070128,ON MISSION AT 45TH AVE SOUTHBOUND,,39.046276,-94.621371,,,,,,0
1070127,1070127,ON MISSION AT SENECA SOUTHBOUND,,39.049236,-94.621345,,,,,,0
290006,290006,ON BARRY RD AT ROBINHOOD WESTBOUND,,39.246579,-94.621296,,,,,,0
101152,101152,ON ARMSTRONG AT 5TH WB,,39.114622,-94.621248,,,,,,0
2900515,2900515,ON PRAIRIE VIEW AT 56TH SOUTHBOUND,,39.196108,-94.62121,,,,,,0
1012501,1012501,ON MINNESOTA AT 5TH EB,,39.115421,-94.621131,,,,,,0
290014,290014,ON 56TH AT PRAIRIEVIEW WB,,39.196208,-94.620961,,,,,,0
1070129,1070129,ON 47TH AT MISSION EASTBOUND,,39.044012,-94.620151,,,,,,0
1070126,1070126,ON 43RD AT MINNIE WESTBOUND,,39.050273,-94.619107,,,,,,0
1012806,1012806,ON ARMSTRONG AT 4TH WESTBOUND,,39.114623,-94.618611,,,,,,0
1070125,1070125,ON 43RD AT FISHER WESTBOUND,,39.050351,-94.616859,,,,,,0
106157,106157,ON JAMES ST AT 346 JAMES ST EASTBOUND,,39.109677,-94.613979,,,,,,0
10601,10601,ON JAMES STREET AT 346 JAMES STREET NWB,,39.10958,-94.613743,,,,,,0
1070124,1070124,ON 43RD AT BOOTH WESTBOUND,,39.050317,-94.613739,,,,,,0
1420318,1420318,ON BARRY RD AT ALLENTON EB,,39.246221,-94.613698,,,,,,0
107051,107051,ON RAINBOW AT SW BLVD NORTHBOUND,,39.06775,-94.613441,,,,,,0
1420309,1420309,ON BARRY AT ALLENTON WESTBOUND,,39.246491,-94.613268,,,,,,0
107050,107050,ON RAINBOW AT SW BLVD SOUTHBOUND,,39.066313,-94.613228,,,,,,0
1070130,1070130,ON 47TH AT ADAMS EASTBOUND,,39.044032,-94.613212,,,,,,0
1070055,1070055,ON RAINBOW AT 36TH SOUTHBOUND,,39.060544,-94.613181,,,,,,0
1070054,1070054,ON RAINBOW AT 35TH SOUTHBOUND,,39.063552,-94.613157,,,,,,0
1070067,1070067,ON RAINBOW AT 36TH NORTHBOUND,,39.060203,-94.612891,,,,,,0
1070068,1070068,ON RAINBOW AT 35TH NORTHBOUND,,39.063501,-94.612825,,,,,,0
1031526,1031526,ON JAMES ST AT RIVERVIEW AVE SB,,39.107589,-94.612521,,,,,,0
1031544,1031544,ON JAMES AT RIVERVIEW NORTHBOUND,,39.107481,-94.61229,,,,,,0
392901,392901,ON 39TH AT RAINBOW WESTBOUND,,39.057423,-94.612147,,,,,,0
1070060,1070060,ON RAINBOW AT 43RD SOUTHBOUND,,39.050342,-94.611988,,,,,,0
1072507,1072507,ON RAINBOW AT 4140 RAINBOW SB,,39.052549,-94.611965,,,,,,0
1070056,1070056,ON RAINBOW AT 39TH SOUTHBOUND FARSIDE,,39.056986,-94.611962,,,,,,0
1070058,1070058,ON RAINBOW AT OLATHE BLVD SOUTHBOUND,,39.054258,-94.611918,,,,,,0
1072506,1072506,ON RAINBOW AT 3948 RAINBOW SB,,39.055628,-94.611916,,,,,,0
1070122,1070122,ON RAINBOW AT 46TH NORTHBOUND,,39.04452,-94.611854,,,,,,0
1070123,1070123,ON RAINBOW AT 45TH NORTHBOUND,,39.046261,-94.611826,,,,,,0
1070063,1070063,ON RAINBOW AT LUTHERAN CHURCH NORTHBOUND,,39.052591,-94.611778,,,,,,0
1070064,1070064,ON RAINBOW AT OLATHE BLVD  NORTHBOUND,,39.054427,-94.611762,,,,,,0
1070062,1070062,ON RAINBOW AT 43RD NORTHBOUND,,39.050409,-94.611698,,,,,,0
1070066,1070066,ON RAINBOW AT 39TH NORTHBOUND NEARSIDE,,39.057098,-94.61169,,,,,,0
1031527,1031527,ON JAMES AT LYON EASTBOUND,,39.105584,-94.611122,,,,,,0
1031543,1031543,ON W 9TH ST AT LYON AVE WB,,39.105806,-94.611121,,,,,,0
392314,392314,ON 39TH ST AT KU MED CENTER LIBRARY WESTBOUND,,39.05747,-94.610259,,,,,,0
390119,390119,ON 39TH AT KU MED CENTER EASTBOUND,,39.057233,-94.609724,,,,,,0
5600094,5600094,ON STATE LN AT 103RD TERRACE SOUTHBOUND,,38.940246,-94.608911,,,,,,0
1750055,1750055,ON STATE LINE AT 83RD SOUTHBOUND,,38.978906,-94.60858,,,,,,0
1750054,1750054,ON STATE LINE AT 82ND STREET SOUTHBOUND,,38.980108,-94.608529,,,,,,0
5600133,5600133,ON STATE LN AT 103RD TERRACE NORTHBOUND,,38.940096,-94.608486,,,,,,0
1750056,1750056,ON STATE LINE AT 84TH TERRACE SOUTHBOUND NEARSIDE,,38.975214,-94.608425,,,,,,0
1750053,1750053,ON STATE LINE AT 81ST SOUTHBOUND,,38.981949,-94.608374,,,,,,0
1750068,1750068,ON STATE LINE AT 83RD NORTHBOUND,,38.978568,-94.608314,,,,,,0
1750069,1750069,ON STATE LINE AT 82ND SPRINT NORTHBOUND,,38.980221,-94.608263,,,,,,0
1750051,1750051,ON STATE LINE AT 7920 SB,,38.985214,-94.60822,,,,,,0
1750067,1750067,ON STATE LINE AT 84TH NORTHBOUND,,38.97648,-94.60821,,,,,,0
1750070,1750070,ON STATE LINE AT 8015 NORTHBOUND,,38.983417,-94.608184,,,,,,0
1750066,1750066,ON STATE LINE BTWN AT 85TH TERR & 85TH ST NB,,38.974291,-94.608107,,,,,,0
1750071,1750071,ON STATE LINE AT 79TH NB,,38.98521,-94.608066,,,,,,0
1750050,1750050,ON STATE LINE AT 79TH SOUTHBOUND,,38.987603,-94.608063,,,,,,0
1750049,1750049,ON STATE LINE BETWEEN 76TH & MEADOWLAKE SB,,38.990357,-94.608043,,,,,,0
1750048,1750048,ON STATE LINE AT 7532 STATE LINE SOUTHBOUND,,38.992249,-94.608024,,,,,,0
5100005,5100005,ON STATE LINE AT 88TH NORTHBOUND,,38.968486,-94.607989,,,,,,0
1750072,1750072,ON STATE LINE AT MEADOWLAKE TERR NORTHBOUND,,38.987588,-94.607937,,,,,,0
1750073,1750073,ON STATE LINE AT MEADOWLAKE NORTHBOUND,,38.989864,-94.607912,,,,,,0
571730,571730,ON STATE LINE BETWEEN BLUE RIDGE AND 133RD NB,,38.888819,-94.607905,,,,,,0
571729,571729,ON STATE LINE AT 135TH NORTHBOUND FARSIDE,,38.885731,-94.607823,,,,,,0
57171,57171,ON W 136TH AT STATE LINE ROAD WESTBOUND,,38.881483,-94.607818,,,,,,0
1420319,1420319,ON BARRY RD AT MARSTON EASTBOUND,,39.246213,-94.607564,,,,,,0
5600132,5600132,ON CARONDELET AT STATE LN WESTBOUND,,38.935204,-94.607422,,,,,,0
4700142,4700142,ON STATE LINE AT OLATHE BLVD SB,,39.054467,-94.607376,,,,,,0
5600095,5600095,ON CARONDELET AT STATE LINE EASTBOUND,,38.935117,-94.607373,,,,,,0
4700140,4700140,ON STATE LINE AT 39TH SOUTHBOUND,,39.057174,-94.60737,,,,,,0
1750074,1750074,ON 75TH AT STATE LINE EASTBOUND,,38.992897,-94.60736,,,,,,0
